berufsfeld,kategorie,skill,anzahl,anzahl_jobs_im_profil,anteil_pct
IT Manager,Sprachen,Sehr gute Deutsch und gute Englischkenntnisse,2,439,0.5
IT Manager,Sprachen,Sehr gute schriftliche und mündliche Sprachkenntnisse (D/E),2,439,0.5
IT Manager,Sprachen,"Fliessend in Deutsch und Englisch, Französisch von Vorteil",1,439,0.2
IT Manager,Sprachen,Sehr gute Englisch- und Deutschkenntnisse zwingend erforderlich,1,439,0.2
IT Manager,Sprachen,Organisationstalent mit ausgeprägten Kommunikationsfähigkeiten und sicherem Deutsch in Wort und Schrift,1,439,0.2
IT Manager,Sprachen,Sehr gute Deutsch- und Englischkenntnisse in Wort und Schrift sowie fallweise Reisebereitschaft im DACH-Raum,1,439,0.2
IT Manager,Sprachen,Französisch- und/oder Italienischkenntnisse sind ein Plus,1,439,0.2
IT Manager,Sprachen,Sehr gute Deutsch und Englischkenntnisse,1,439,0.2
IT Manager,Sprachen,Fließende Deutsch- und Englischkenntnisse in Wort und Schrift,1,439,0.2
IT Manager,Sprachen,"Fliessende Deutschkenntnisse in Wort und Schrift, idealerweise sehr gute Französischkenntnisse",1,439,0.2
IT Manager,Sprachen,"Fliessendes Deutsch in Wort und Schrift, idealerweise sehr gutes Englisch",1,439,0.2
IT Manager,Sprachen,"Stilsicheres Deutsch in Wort und Schrift, gute Englischkenntnisse von Vorteil",1,439,0.2
IT Manager,Sprachen,"Verhandlungssicher in Deutsch und Englisch, Französisch von grossem Vorteil (Wort und Schrift)",1,439,0.2
IT Manager,Sprachen,Mit deiner Sprachkompetenz in Deutsch und Englisch,1,439,0.2
IT Manager,Sprachen,Sprachen: Deutsch und Englisch und von Vorteil Italienisch,1,439,0.2
IT Manager,Sprachen,Sehr gute Deutschkenntnisse sowie gute Englischkenntnisse in Wort und Schrift zwingend,1,439,0.2
IT Manager,Tools & Technologien,"Erlebe echten Teamgeist: Gemeinsame Events (z.B. Sport-Weekend und die jährliche Fortbildungsreise eduCamp), Welcome Days, Firmenläufe stärken unseren Zusammenhalt und lassen dich von Anfang an Teil des Teams sein",9,439,2.1
IT Manager,Tools & Technologien,"«Bei Adcubum bist Du richtig, wenn du Verantwortung übernimmst, gerne eng mit Kolleginnen an anspruchsvollen Technologieprojekten zusammenarbeitest und Transparenz sowie offenes Feedback schätzt. Werde Teil unseres Teams und leiste einen positiven Beitrag zum Schweizer Gesundheitssystem und zur europäischen Versicherungsbranche.»",5,439,1.1
IT Manager,Tools & Technologien,"Customize ist als Abacus-Softwarepartner ein etablierter Spezialist für die Erstellung und Umsetzung von fundierten betriebswirtschaftlichen IT-Projekten. Wir sind für mittelständische Unternehmen tätig und zählen gesamtschweizerisch mit den Standorten Winterthur, Zürich, Bern, Basel, St. Gallen und Sursee zu den Marktführern. Unser Erfolg basiert auf der konsequenten Kundenorientierung und auf ausgewiesener Fachkompetenz",5,439,1.1
IT Manager,Tools & Technologien,"Die ZHAW setzt sich für geschlechtergemischte und diverse Teams ein, um Gleichstellung, Vielfalt und Innovation zu fördern",4,439,0.9
IT Manager,Tools & Technologien,"Zur Ergänzung unseres Teams in Winterthur, Sursee oder Basel suchen wir dich",4,439,0.9
IT Manager,Tools & Technologien,Ein kollegiales Arbeitsumfeld und die Zusammenarbeit in qualifizierten und leidenschaftlichen Teams,3,439,0.7
IT Manager,Tools & Technologien,"Wir suchen eine lösungsorientierte Persönlichkeit, die Freude daran hat, unsere Kunden durch alle Projektphasen zu begleiten. Mit deiner langjährigen Erfahrung als Abacus Consultant trägst du wesentlich zur Optimierung der Geschäftsprozesse unserer Kundschaft bei. Eines ist sicher: Bei uns wird es nie langweilig, denn jedes Projekt ist so einzigartig wie unsere Kunden",3,439,0.7
IT Manager,Tools & Technologien,Consultant Erfahrung mit der Abacus Business Software zwingend notwendig,3,439,0.7
IT Manager,Tools & Technologien,4600 Mitarbeitende bewegen in unterschiedlichen Teams und Arbeitswelten,3,439,0.7
IT Manager,Tools & Technologien,ERFAHREN ÜBER TEAMS UND UMFELD,3,439,0.7
IT Manager,Tools & Technologien,Dein ganzes Wissen rund um SCM-Prozesse und Customizing-Erfahrung in unsere Projekte ein. Beispielsweise bei weltweiten SAP Einführungs- und Rolloutprojekten,2,439,0.5
IT Manager,Tools & Technologien,Außerdem optimierst du Supply Chain Prozesse und implementierst leistungsfähige SAP Lösungen,2,439,0.5
IT Manager,Tools & Technologien,"Projektmanagement-Erfahrung, bevorzugt in SAP-Einführungs- oder Rolloutprojekten sowie gutes Verständnis von Supply Chain Management und Erfahrung mit SAP Best Practices",2,439,0.5
IT Manager,Tools & Technologien,"Kenntnisse eines der folgenden Module: SAP Global Trade Services (GTS), SAP Material Management (MM), SAP Sales & Distribution (SD), SAP Extended Warehouse Management (EWM), SAP Quality Management (QM), SAP Production Planning (PP)",2,439,0.5
IT Manager,Tools & Technologien,Zugang zu Microsoft Partner Weiterbildungen und monatliches Azure Guthaben zwecks Training,2,439,0.5
IT Manager,Tools & Technologien,"Unsere Teams tragen hohe Eigenverantwortung & entscheiden selbst, wie sie Projekte möglichst kostenbewusst, benutzerfreundlich und sicher umsetzen",2,439,0.5
IT Manager,Tools & Technologien,Technische Dokumentation und Know-how-Transfer innerhalb des Teams und der Group IT,2,439,0.5
IT Manager,Tools & Technologien,"Sehr gute Kenntnisse im Bereich Microsoft 365, Windows-Client, AD/AAD, Endpoint Management (Intune), JIRA oder vergleichbare Lösungen und Plattformen",2,439,0.5
IT Manager,Tools & Technologien,"Werden Sie Teil unseres Teams am Hauptsitz von Stadler in Bussnang, das die Aktivitäten der gesamten Stadler-Gruppe steuert",2,439,0.5
IT Manager,Tools & Technologien,Für unser weiteres Wachstum suchen wir DICH als Senior Google Workspace Consultant (m/w/d) in Vollzeit,2,439,0.5
IT Manager,Tools & Technologien,"Strategische Beratung: Du berätst unsere Kunden auf Senior-Level zu allen Aspekten von Google Workspace – von der Konzeption über die Architekturentwicklung bis zur Optimierung. Dein Fokus liegt auf der starken, partnerschaftlichen Kundenbeziehung sowie dem tiefgehenden, analytischen Verständnis für die Bedürfnisse und Ziele unserer Kunden",2,439,0.5
IT Manager,Tools & Technologien,"Change & Adoption Management: Du bist der Motor für erfolgreiche Transformationen. Mit deinem Know-how kreierst du maßgeschneiderte Change-Management-Konzepte und begleitest den Change-Prozess unserer Kunden, damit damit die Begeisterung der Nutzer für Google Workspace die Grundlage für eine produktivere Arbeitskultur und effizientere Prozesse schafft",2,439,0.5
IT Manager,Tools & Technologien,"Training: Du hast Erfahrung in der Konzeption und Durchführung von IT-Trainings, um Anwender und IT-Teams zu begeistern und zum Lernen zu motivieren. Außerdem hast du die Fähigkeit, komplexe Sachverhalte verständlich zu erklären",2,439,0.5
IT Manager,Tools & Technologien,"Architektur und Design: Du konzipierst robuste und skalierbare Google Workspace Architekturen, die auf die individuellen Anforderungen unserer Kunden ausgerichtet sind und sich an bestehende Systemlandschaften anknüpfen",2,439,0.5
IT Manager,Tools & Technologien,Innovationstreiber: Du hältst dich stets über die neuesten Entwicklungen im Google Workspace Ökosystem auf dem Laufenden und bringst proaktiv neue Ideen ein,2,439,0.5
IT Manager,Tools & Technologien,Mindestens 3 Jahre Berufserfahrung als Consultant oder vergleichbarer Position im Bereich Google Workspace oder M365 mit starkem Bezug zu Cloud-Kollaborationslösungen,2,439,0.5
IT Manager,Tools & Technologien,"Tiefgreifende Expertise in Google Workspace (Gmail, Calendar, Drive, Meet, Chat, Docs, Sheets, Slides, etc.) und Gemini ist ein absolutes Muss – du kennst die Apps in- und auswendig und liebst sie",2,439,0.5
IT Manager,Tools & Technologien,"Nachweisliche Erfahrung im Change und Adoption Management von IT-Projekten, idealerweise im Google Workspace Kontext. Du weißt, wie man Menschen begeistert",2,439,0.5
IT Manager,Tools & Technologien,"Google Zertifizierungen (z.B. Google Workspace Administrator, Collaboration Engineer) sind ein großes Plus",2,439,0.5
IT Manager,Tools & Technologien,"Computerkenntnisse – Windows, MS Office und MS Project",2,439,0.5
IT Manager,Zertifizierungen,"Lern- und Innovationskultur: Wir fördern deine Weiterbildung aktiv und unterstützen dich beim Besuch von Fachkonferenzen und Messen. Flache Hierarchien und ein offenes, agiles Teamumfeld schaffen Raum für persönliche und fachliche Weiterentwicklung",5,439,1.1
IT Manager,Zertifizierungen,Ein vielfältiges und kollegiales Arbeitsumfeld in einer agilen Organisation,3,439,0.7
IT Manager,Zertifizierungen,"Erfahrung in (Teil-)Projektleitung sowie fachlicher Teamführung und tiefes Know-how in Bereichen wie digitale und IT Strategie, Agile IT Operating Model, IT Wert- & Kostenoptimierung, strategisches Transformationsmanagement, Cloud-Technologien, Künstliche Intelligenz, IT-Security oder Tech M&A",3,439,0.7
IT Manager,Zertifizierungen,Idealerweise Erfahrungen im öffentlichen Sektor gesammelt und besitzt ein gültiges HERMES Advanced Zertifikat,3,439,0.7
IT Manager,Zertifizierungen,"Zertifikate: Eine Zertifizierung zum Certified Project Manager (IPMA® Level C), PMP oder Hermes Advanced hast bereits erfolgreich abgeschlossen oder bist bereit sie zu absolvieren",3,439,0.7
IT Manager,Zertifizierungen,"Wir suchen Expert:innen wie dich, die mit ihrer Persönlichkeit, ihrem Wissen und ihren Fähigkeiten unsere agilen und interdisziplinären Teams noch besser machen. Die Synergie von Technologie und menschlicher Intelligenz hilft uns dabei, digitale Innovationen zu entfachen und die Welt zu verändern. Arbeite in einem branchenführenden Team gemeinsam mit SAP-Profis an spannenden Projekten, die Top-Unternehmen weltweit in die Zukunft führen",2,439,0.5
IT Manager,Zertifizierungen,Erfahrung mit agilen Methoden und der Arbeit in einem dynamischen Umfeld,2,439,0.5
IT Manager,Zertifizierungen,Erfahrung mit ITIL-gestützten Prozessen und gute Kenntnisse in der strukturierten Fehleranalyse,2,439,0.5
IT Manager,Zertifizierungen,Ensure the adherence to safety and quality standards,2,439,0.5
IT Manager,Zertifizierungen,"Management of Site Safety in conjunction with the project team and the Mercury Safety Advisor. This will include the set-up, management of and closing out of the safety file",2,439,0.5
IT Manager,Zertifizierungen,Ensure all Sub-contractor documentation including safety documentation is maintained up to date and filed for future reference,2,439,0.5
IT Manager,Zertifizierungen,"Close out of all project items including Final Account, O & M Manuals, Punch List, Safety File, QA File, Material and Plant re-locations, Project Plan – all with the Support of your Project team",2,439,0.5
IT Manager,Zertifizierungen,Responsible for ensuring that safety standards and compliance with quality standards codes are met,2,439,0.5
IT Manager,Zertifizierungen,"Nous, l'Office fédéral de l'informatique et de la télécommunication (OFIT), sommes un office agile et tourné vers l'avenir. Chez nous, des esprits curieux, des personnes ambitieuses et innovantes développent diverses solutions numériques pour la Suisse. Nous soutenons et encourageons le travail mobile et indépendant du lieu. Les membres de nos équipes peuvent ainsi organiser leur travail de manière flexible et individuelle dans toute la mesure du possible – pour concilier famille et travail. En outre, nous entretenons une culture du tutoiement et promouvons ton avenir au sein de l'OFIT avec notre vaste offre de formations et de cours de perfectionnement",2,439,0.5
IT Manager,Zertifizierungen,"Das Kommando Cyber (Kdo Cy) steht für Kompetenz in den Bereichen Cyber und Digitalisierung. Wir vereinen die Begeisterung für unsere Aufgabe mit Know-how, Innovation, modernsten Technologien und agilen Arbeitsweisen. Wir erbringen sichere, robuste und resiliente Informatikleistungen für die Schweizer Armee und unsere Partner im Sicherheitsverbund Schweiz. Damit ermöglicht das Kdo Cy der Schweizer Armee den notwendigen Wissens- und Entscheidvorsprung – für eine sichere Schweiz",2,439,0.5
IT Manager,Zertifizierungen,"Wir - das Bundesamt für Informatik und Telekommunikation (BIT) - sind das zukunftsorientierte und agile Amt. Bei uns entwickeln neugierige Köpfe, ambitionierte Macher/-innen und innovative Vorausdenker/-innen vielfältige digitalen Lösungen für die Schweiz. Wir unterstützen und fördern mobiles sowie ortsunabhängiges Arbeiten. So können unsere Teamplayer/-innen ihre Arbeit wo möglich flexibel und individuell gestalten - für die Vereinbarkeit von Familie und Beruf. Ausserdem pflegen wir im BIT eine offene Du-Kultur und fördern dich und deine Zukunft mit einem breiten Aus- und bildungsangebot",2,439,0.5
IT Manager,Zertifizierungen,Flexibilität: Du bist bereit auch beim Kunden zu sein und arbeitest gern in agilen Teams,2,439,0.5
IT Manager,Zertifizierungen,Promotes safety and adheres to IPS and client safety policies,2,439,0.5
IT Manager,Zertifizierungen,"At ABB, we help industries outrun - leaner and cleaner. Here, progress is an expectation - for you, your team, and the world. As a global market leader, we’ll give you what you need to make it happen. It won’t always be easy, growing takes grit. But at ABB, you’ll never run alone. Run what runs the world",2,439,0.5
IT Manager,Zertifizierungen,Idealerweise eine Weiterbildung im IT Service Management (z.B. ITIL-Zertifizierung) abgeschlossen,1,439,0.2
IT Manager,Zertifizierungen,"Idealerweise eine Weiterbildung im IT Service Management, zum Beispiel eine ITIL-Zertifizierung",1,439,0.2
IT Manager,Zertifizierungen,"Diese Position bietet die spannende Gelegenheit, in einem innovativen und agilen Umfeld die Schnittstelle zwischen Technik und Kunden zu bilden und aktiv zum Erfolg von Managed Services der nächsten Generation beizutragen",1,439,0.2
IT Manager,Zertifizierungen,#ITServiceManager #ManagedServices #CloudComputing #ITIL #MicrosoftAzure,1,439,0.2
IT Manager,Zertifizierungen,"In enger Zusammenarbeit mit den Führungskräften unserer Kunden und unseren interdisziplinären Teams entwickelst Du umfangreiche Technologiestrategien, entwirfst agile Zusammenarbeits- und Organisationsmodelle, analysierst Werthebel für ein digitales Transformationvorhaben oder identifizierst IT-Kostenoptimierungspotentiale, erstellst Integrations- und Carve-out-Strategien im Rahmen von M&A-Prozessen und planst den Aufbau und die Steuerung eines strategischen Transformations Offices",1,439,0.2
IT Manager,Zertifizierungen,"Management of Site Safety in conjunction with the Project Manager and the Mercury Safety Advisor. This will include the setup, management of and closing out of the safety file as part of the Management team",1,439,0.2
IT Manager,Zertifizierungen,"Close out of all project deliverables including Final Account, O & M Manuals, Punch List, Safety File, QA File, Material and Plant re-locations, Project Plan – all with the support of the site project manager and your project team",1,439,0.2
IT Manager,Zertifizierungen,"Erfahrung in agiler Zusammenarbeit (z. B. SAFe, Scrum) und der Arbeit in cross-funktionalen Teams",1,439,0.2
IT Manager,Zertifizierungen,"Erfahrung mit agilen Methoden z.B. SAFe, Scrum, und/oder klassischen Projektmanagement-Standards z.B. PMI, PRINCE2",1,439,0.2
IT Manager,Zertifizierungen,"Möchtest du innovative IT-Lösungen entwickeln und so die Zukunft des Bankings mitgestalten? Grosse und anspruchsvolle Projektvorhaben in einem agilen Umfeld warten auf eine erfolgreiche Führung durch dich. Bist du ein engagierter Projektleiter, der Freude an der Zusammenarbeit mit verschiedenen Stakeholdern hat und Projekte erfolgreich vorantreibt?",1,439,0.2
IT Manager,Zertifizierungen,"Das Arbeiten in einem agilen Umfeld (SAFe, Scrum)",1,439,0.2
Startup & Technology Entrepreneur,Ausbildung / Degree,Das bieten wir dir,4,140,2.9
Startup & Technology Entrepreneur,Ausbildung / Degree,"Master's degree in Finance & Accounting, Business Administration, Computer Science, or a related field",4,140,2.9
Startup & Technology Entrepreneur,Ausbildung / Degree,Prorektorat Studium & Lehre,4,140,2.9
Startup & Technology Entrepreneur,Ausbildung / Degree,"Today, we rock with over 200 team members around the world. Our diverse team hails from 42 nationalities, with backgrounds ranging from DeFi natives to PhDs. Predominantly remote, we have hubs in London, Brussels, Singapore and Paris, and host regular online and offline hangouts to keep the crew tight",3,140,2.1
Startup & Technology Entrepreneur,Ausbildung / Degree,"Technical background with real building experience — CS degree, bootcamp, self-taught, we don't care as long as you've shipped things that work",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"\uD83C\uDFAB Teamevents: Jeden Monat kommen wir bei abwechslungsreichen und inspirierenden Events zusammen, um uns auszutauschen und das Miteinander zu stärken",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"\uD83E\uDDD6‍ ️ Wellness-Budget: Weil Wohlbefinden für jede*n etwas anderes bedeutet, stellen wir dir ein flexibles Budget zur Verfügung, das du nach deinen Bedürfnissen nutzen kannst",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"Unsere vielfältigen Erfahrungen, Perspektiven und Stimmen machen uns zu dem Unternehmen, das wir sind, und wir würden gerne mehr über dich erfahren",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,Die ZHAW Zürcher Hochschule für Angewandte Wissenschaften ist mit über 14'000 Studierenden und über 11'000 Weiterbildungsteilnehmenden sowie mit rund 3'700 Mitarbeitenden eine der grössten Mehrsparten-Fachhochschulen der Schweiz,2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,Das bieten wir an,2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,Wir bieten hochschulgerechte Arbeits- und Anstellungsbedingungen an und fördern aktiv die Personalentwicklung unserer Mitarbeitenden und Führungspersonen. Eine detaillierte Beschreibung der Vorteile ist auf der Webseite «Arbeiten an der ZHAW» zu finden. Hier die wichtigsten Eckpunkte,2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"Master-Abschluss (Universität/Fachhochschule), z. B. in Betriebswirtschaft, Wirtschaftswissenschaften oder einem vergleichbaren Studiengang",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"PhD Position in Entrepreneurship, SMEs & Family Business (m/f/d)",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,Teamleitung PhD Office (m/w/d),2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,Fachspezialist:in PhD Office (m/w/d),2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,ÖV-Subvention auf das Jahresabonnement oder subventionierter Parkplatz,2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,"Bachelor’s degree in Electrical Engineering, Power Engineering, or a related technical field",2,140,1.4
Startup & Technology Entrepreneur,Ausbildung / Degree,A Bachelor's degree or equivalent work experience,1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,MongoDB Product Suite Mastery,1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,Core Database Server: Master the fundamentals and advanced features of MongoDB's core database,1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Effective Communication: Master presentations, demonstrations, and whiteboarding",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,A Bachelor or Master degree in Finance/Economics or equivalent,1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Master's or PhD degree in Computer Science, Robotics, or a related technical field with a high degree of passion for robotics and foundation models and a strong inclination towards accelerating the deployment of such models in practical industrial manufacturing applications",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,3 years of experience in robotics software development or research (work on your PhD can count towards this),1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Advanced degree (Master's or PhD) in Robotics, Computer Science, or a related technical field",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Highly educated in Business Administration or Finance, holding both a Bachelor's and Master's degree",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,Skills That Don't Exist in University: You're not just learning business development – you're pioneering how AI transforms partnership building and deal structuring. Master tools and techniques that give you a massive competitive advantage while working on breakthrough projects that reshape sustainable technology,1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"MBA, or Master's degree",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Bachelor’s or Master’s degree in a rigorous analytical discipline (e.g., Industrial Engineering, Information Systems, Operations Research, Management Science, Economics, or Finance)",1,140,0.7
Startup & Technology Entrepreneur,Ausbildung / Degree,"Als Claims Supporter:in in unserem internationalen Team bist du das Herzstück unseres Kundenservice. Du arbeitest eng mit unseren Claims Managern zusammen, übernimmst wichtige First-Level-Aufgaben und gestaltest aktiv die Customer Journey mit. In unserem digitalen Umfeld bearbeitest du Schadensfälle effizient und kundenorientiert. Deine Expertise ist der Schlüssel zu einem nahtlosen und aussergewöhnlichen Kundenerlebnis. Wenn du Lust hast, in einem dynamischen, internationalen Setting zu arbeiten und die Zukunft der Versicherungsbranche mitzugestalten, dann bist du bei uns genau richtig",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"At least 2 years of experience in technical implementation, project management, consulting, software development, or a similar field",4,140,2.9
Startup & Technology Entrepreneur,Berufserfahrung,We are seeking a Full Stack Web Engineer with a strong sense of UI/UX design and a proven track record in the financial services industry. Experience in the crypto or digital asset domain is highly valued,3,140,2.1
Startup & Technology Entrepreneur,Berufserfahrung,Proven experience building full stack web applications with strong command of both frontend and backend principles,3,140,2.1
Startup & Technology Entrepreneur,Berufserfahrung,"Hands-on experience with relational and/or NoSQL databases, schema design, and query optimisation",3,140,2.1
Startup & Technology Entrepreneur,Berufserfahrung,Are you a passionate relationship manager who delivers an exceptional client experience? Do you have a strong track record in client advisory and sales? Are you well connected to Asian entrepreneurs and Ultra High Net Worth Individuals (UHNWI)? Are you a proven risk manager?,2,140,1.4
Startup & Technology Entrepreneur,Berufserfahrung,"Our Client Advisors are self-starters with a proven track record of success, they are skilled problem solvers who offer specialized advice to clients. You would manage and maintain relationships with clients by earning trust, thoroughly understanding client needs, providing targeted advice, developing thoughtful solutions and delivering an exceptional client experience",2,140,1.4
Startup & Technology Entrepreneur,Berufserfahrung,"Significant experience in Private Banking working with high net worth individuals across Zurich and surrounding regions, whether that be family owned businesses and entrepreneurs, executives, single family offices or endowments",2,140,1.4
Startup & Technology Entrepreneur,Berufserfahrung,"Previous business development experience with knowledge in profiling, negotiation and asking for referrals proactively",2,140,1.4
Startup & Technology Entrepreneur,Berufserfahrung,"Several years of hands‑on experience in commissioning protection, control, or substation automation systems",2,140,1.4
Startup & Technology Entrepreneur,Berufserfahrung,"You manage your outbound sequences with discipline.0–2 years of experience in Sales, SDR, or Telemarketing",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"5 to 8 years of related industry experience, ideally 2 years of experience in a customer facing role",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,Experience with database programming and data models,1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,Experience in data engineering or AI/ML projects,1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Join us in Bali to contribute to engineering projects across our diverse portfolio of tech companies. This role is for aspiring engineers who want to build, test, and deploy real-world applications in a fast-paced environment. We are open to a wide range of engineering talent, including Software, Mechanical, and Electrical Engineers, as well as Chemists, to work on diverse challenges. You will gain hands-on experience in modern development and research practices",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Are you a dynamic relationship manager who delivers an exceptional client experience? Do you have a strong track record in client advisory, acquisition, and sales? Are you well connected to South East Asian (Singapore, Thailand, Malaysia, Indonesia) entrepreneurs and High Net Worth Individuals? Are you a proven risk manager?",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"You’ll be working in a well-established High Net Worth (HNW) team covering South East Asian countries with multi decades of track record. Your team is present both in Zurich and Geneva. We’re focused on managing, preserving, and growing our clients’ wealth, and help our clients plan for and manage succession. We provide our employees with training and continuous education to better serve our clients and promote personal development. As a client advisor, you’ll play an important role in helping us stay a global leader in wealth management",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Proven experience in relationship management, asset gathering and investments, ideally at least 5 years working in a client-facing role",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,Are you a dynamic relationship manager who delivers an exceptional client experience? Do you have a strong track record in client advisory and sales? Are you well connected to Chinese entrepreneurs and High Net Worth Individuals and Families? Are you a proven risk manager?,1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"You’ll be working in a well-established High Net Worth (HNW) team covering China, in Zurich, with multi decades of track record. We’re focused on managing, preserving and growing our clients’ wealth, and help our clients plan for and manage succession. We provide our employees with training and continuous education to better serve our clients and promote personal development. As a client advisor, you’ll play an important role in helping us stay a global leader in wealth management",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Proven experience in relationship management, asset gathering and investments, ideally 5 years+ working in a client-facing role in China market",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"You’ll be working in a well-established Ultra High Net worth and High Net worth team covering North Asian countries, in Zurich, with multi decades of track record. We’re focused on managing, preserving and growing our clients’ wealth, and help our clients plan for and manage succession. We provide our employees with training and continuous education to better serve our clients and promote personal development. As a client advisor, you’ll play an important role in helping us stay a global leader in wealth management",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Experience in relationship management, asset gathering and investments, ideally 7+ years working in a client-facing role",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"You’ll be working in a well-established Ultra High Net worth and High Net worth team covering Asian countries, in Zurich, with multi decades of track record. We’re focused on managing, preserving and growing our clients’ wealth, and help our clients plan for and manage succession. We provide our employees with training and continuous education to better serve our clients and promote personal development. As a client advisor, you’ll play an important role in helping us stay a global leader in wealth management",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Experience in relationship management, asset gathering and investments, ideally 10+ years working in a client-facing role",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Are you a dynamic Client Advisor who delivers an exceptional client experience? Do you have a strong track record in client advisory and sales? Are you well connected to both Hong Kong and Chinese entrepreneurs, Ultra-High Net-Worth-Individuals and Families? Are you a proven risk manager? We're looking for a Wealth Management Client Advisor, in Zurich, Switzerland, covering both Hong Kong and China markets",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"You will be working in a well-established High-Net-Worth-Individual (HNWI)/ Ultra-High-Net-Worth-Individual (UHNWI) team covering both Hong Kong and China markets, in Zurich, Switzerland, with multi-decades of track record. We focus on managing, preserving and growing our clients' wealth, and helping our clients plan for and manage succession. We provide our employees with training and continuous education to better serve our clients to promote personal development. As a Client Advisor, you'll play a key role in helping us grow and maintain our position as a global leader in wealth management",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Proven 15 years or more of experience and track record in wealth management from leading private banks, covering both the Hong Kong and China markets",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,"Knowledge and experience in collaborating with Global Banking, Global Markets, Investment Banking and Asset Management from a Wealth Management perspective to strategize on UBS's One Bank solution would be advantageous",1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,Business management experience with enhanced risk management and process knowledge in Wealth Management is considered a plus,1,140,0.7
Startup & Technology Entrepreneur,Berufserfahrung,Strong experience in pipeline generation and pipeline management,1,140,0.7
Startup & Technology Entrepreneur,Domänenwissen,"At UBS, we know that it's our people, with their diverse skills, experiences and backgrounds, who drive our ongoing success. We’re dedicated to our craft and passionate about putting our people first, with new challenges, a supportive team, opportunities to grow and flexible working options when possible. Our inclusive culture brings out the best in our employees, wherever they are on their career journey. And we use artificial intelligence (AI) to work smarter and more efficiently. We also recognize that great work is never done alone. That’s why collaboration is at the heart of everything we do. Because together, we’re more than ourselves",4,140,2.9
Startup & Technology Entrepreneur,Domänenwissen,"Excellent project management skills, with the ability to manage multiple projects simultaneously",4,140,2.9
Startup & Technology Entrepreneur,Domänenwissen,"Bei uns arbeitest du mit den spannendsten Brands zusammen. Wir sind Partner für herausragende internationale Unternehmen für Innovationen im Bereich E-Commerce und Logistik. Wenn du begeistert davon bist, deinen Verantwortungsbereich mitzugestalten und eine zukunftsweisende Branche zu verändern, bewerbe dich jetzt bei uns",3,140,2.1
Startup & Technology Entrepreneur,Domänenwissen,"With offices worldwide and nearly 60,000 customers—including 75% of the Fortune 100 and AI-native startups—relying on MongoDB for their most important applications, we're powering the next era of software",2,140,1.4
Startup & Technology Entrepreneur,Domänenwissen,Firm grasp of financial markets and regulatory frameworks,2,140,1.4
Startup & Technology Entrepreneur,Domänenwissen,"Opportunities to grow. You're controlling your personal development and career trajectory in a rapidly growing, internationally expanding startup",2,140,1.4
