Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investment_Stage,Investor_Names,Location,City,Canton,Founded_Year,Employees,Website
Startups,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Pristem,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
European,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Standort,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Promising,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Acredius,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
SEFWomenAward,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Five,CLEANTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
While,AI/ML,,B2B,,2024.0,175.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
IMVERSE,SOFTWARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Promising,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Nanoflex,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Swisscom,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Neuria,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
With,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
FinTech,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Growth,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Two,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Milestone,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Locatee,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Million,FINTECH,,Unknown,,2024.0,5.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Tenity,Unknown,,Unknown,,2024.0,50.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Chiral,AI/ML,,Unknown,,2024.0,3.8M USD,Seed/Series A,Series A,,Switzerland,,,,,
Business,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
S2S,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Loptimisation,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Innovative,AGTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Additional,AI/ML,,Unknown,,2024.0,2.0M USD,Seed/Series A,Seed,,Switzerland,,,,,
Aus,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Argá,HEALTHCARE,,Unknown,,2024.0,54.0M EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Startfeld,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
BLP,INDUSTRIALS,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Fintech,FINTECH,,B2B,,2024.0,5.8M USD,Seed/Series A,Series A,,Switzerland,,,,,
LimmaTech,HEALTHCARE,,Unknown,,2024.0,2.2M USD,Seed/Series A,Seed,,Switzerland,,,,,
Series,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Oncobit,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
ENSOY,AGTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nanogence,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
InfluencerMarketingStartup,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Neuheiten,Unknown,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
FimmCyte,HEALTHCARE,,Unknown,,2024.0,1.0M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Frisches,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Eight,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
FIF,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
HealthtechStartup,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Fresh,HEALTHCARE,,Unknown,,2024.0,6.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Planny,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nine,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Aktiia,HEALTHCARE,,Unknown,,2024.0,27.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Prozent,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Entrepreneurled,AI/ML,,Unknown,,2024.0,10.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Luxury,SOFTWARE,,B2B,,2024.0,200.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Viopas,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Fresh,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Pace,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nachhilfe,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Global,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
USbased,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Crion,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Progressing,AI/ML,,B2B,,2024.0,150.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Von,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Agora,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Startups,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Navigator,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Atinary,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Newly,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Ten,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Erfolgreicher,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Schweizer,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
ABCDxs,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
WellDev,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
New,AEROSPACE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
NovoViz,CLEANTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Strengthening,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Smart,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Holzbecher,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Diethelm,CONSUMER,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Rigitech,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Strategic,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Neustark,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Companies,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
YurekAI,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Luxury,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Leadership,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Snapbau,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Empa,INDUSTRIALS,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Dropz,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Student,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Sirius,AI/ML,,Unknown,,2024.0,400.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Splint,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Strong,SOFTWARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Numab,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Venturelab,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Zwei,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Medicxi,HEALTHCARE,,B2B,,2024.0,100.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Financial,FINTECH,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Multiwave,HEALTHCARE,,Unknown,,2024.0,1.1M EUR,Seed/Series A,Seed,,Switzerland,,,,,
Wingman,AI/ML,,Unknown,,2024.0,120.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Third,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Bug,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Ten,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
PayGreen,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Lymphatica,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Deskbird,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
MPower,FINTECH,,Unknown,,2024.0,375.0K EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Fresh,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
AELER,AI/ML,,Unknown,,2024.0,350.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Leadership,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Niatsu,SOFTWARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
YouHodler,FINTECH,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Family,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Mantis,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Investors,AI/ML,,Unknown,,2024.0,16.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
Start,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Ecospeed,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
The,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Biospectal,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Three,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Swiss,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
HuggyStudio,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Classtime,EDUCATION,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Pushing,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
SynSense,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Lockheed,CLEANTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Matchspace,EDUCATION,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Luxtelligence,CLEANTECH,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Millionen,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Seasoned,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
QBIT,AI/ML,,Unknown,,2024.0,29.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Swiss,SOFTWARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
New,HEALTHCARE,,B2B,,2024.0,40.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Multiwave,HEALTHCARE,,Unknown,,2024.0,20.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Biogen,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Verbessern,SOFTWARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
UKbased,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Cada,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Impact,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Zentralschweizer,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nexthink,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Youngsters,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
AeroSpec,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Une,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Digitaler,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Venture,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
First,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
QUMEA,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Carbon,FINTECH,,Unknown,,2024.0,12.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
CHF,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Milliarden,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Leffondrement,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Bruker,HEALTHCARE,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
Over,CLEANTECH,,Unknown,,2024.0,20.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Kinarus,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Venture,Unknown,,Unknown,,2024.0,6.2M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Three,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Stacksync,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
TeamViewer,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Global,FINTECH,,Unknown,,2024.0,30.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
New,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Effetto,MOBILITY,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Startup,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
ZKB,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Daniel,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Sygnum,FINTECH,,Unknown,,2024.0,40.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Lendity,AI/ML,,Unknown,,2024.0,60.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Onward,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nuuro,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Four,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Perovskia,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Renowned,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Novo,FINTECH,,Unknown,,2024.0,235.0M EUR,Seed/Series A,Series C+,,Switzerland,,,,,
Taurus,FINTECH,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
SwissMile,AI/ML,,Unknown,,2024.0,3.5M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Carvolution,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Yokoy,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Swiss,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Mark,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
DOPPL,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
OneTwenty,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Synendos,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Dental,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Startups,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Romande,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Cleantech,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Resmonics,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Nomady,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Spacetech,AEROSPACE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
BatterieStartup,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Elosan,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
UKbased,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Executive,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Relai,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Industry,HEALTHCARE,,Unknown,,2024.0,56.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Tune,HEALTHCARE,,Unknown,,2024.0,1.8M EUR,Seed/Series A,Seed,,Switzerland,,,,,
Büro,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Stalicla,HEALTHCARE,,Unknown,,2024.0,17.4M USD,Seed/Series A,Series B,,Switzerland,,,,,
Scandens,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
European,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Two,FINTECH,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Basilea,FINTECH,,Unknown,,2024.0,2.0M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Enantios,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Starkes,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Recognition,AI/ML,,B2G,,2024.0,,,Early Stage,,Switzerland,,,,,
Soaring,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Sparrow,AI/ML,,B2B,,2024.0,550.0K CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Pushing,HEALTHCARE,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
SEC,FINTECH,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
Valrhona,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
AdressdatenSpezialist,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Enerdrape,AI/ML,,Unknown,,2024.0,1.3M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Riveros,FINTECH,,Unknown,,2024.0,7.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
ABB,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Seasoned,FINTECH,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
LOréal,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
InkassoSoftware,SOFTWARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Farmy,MOBILITY,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
More,AI/ML,,Unknown,,2024.0,70.0M CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Förderprogramm,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Koch,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Neuer,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Growth,AI/ML,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Assessment,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Fresh,MOBILITY,,Unknown,,2024.0,15.0M USD,Seed/Series A,Series B,,Switzerland,,,,,
ETH,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Novartis,FINTECH,,Unknown,,2024.0,250.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Bristol,Unknown,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Bottneuro,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
LEM,AI/ML,,Unknown,,2024.0,22.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
CES,MOBILITY,,B2C,,2024.0,,,Early Stage,,Switzerland,,,,,
Winning,AI/ML,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
Ocumeda,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Altoidas,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Global,CLEANTECH,,B2G,,2024.0,,,Early Stage,,Switzerland,,,,,
Hera,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
SDX,FINTECH,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Gilde,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
LimmaTech,HEALTHCARE,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Etwas,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
USI,Unknown,,Unknown,,2024.0,,,Early Stage,,Switzerland,,,,,
Ectica,HEALTHCARE,,B2B,,2024.0,,,Early Stage,,Switzerland,,,,,
LeaseTeq,AI/ML,,Unknown,,2023.0,8.0M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Firmengründungsrekord,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Immune,HEALTHCARE,,Unknown,,2023.0,50.0M USD,Seed/Series A,Series C+,,Switzerland,,,,,
Biosynth,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Recognition,HEALTHCARE,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Industry,FINTECH,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Procavea,HEALTHCARE,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Swiss,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Scewo,AI/ML,,Unknown,,2023.0,9.2M CHF,Seed/Series A,Series A,,Switzerland,,,,,
SportApp,Unknown,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Crowd,HEALTHCARE,,Unknown,,2023.0,1.7M USD,Seed/Series A,Seed,,Switzerland,,,,,
Venture,MOBILITY,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Clinical,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Übernahme,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Mit,Unknown,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Millionen,CLEANTECH,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Circular,AI/ML,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Highr,AI/ML,,B2B,,2023.0,300.0K CHF,Seed/Series A,Series C+,,Switzerland,,,,,
Seed,FINTECH,,Unknown,,2023.0,1.8M EUR,Seed/Series A,Seed,,Switzerland,,,,,
Millionen,FINTECH,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
FIF,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Eventfrog,MOBILITY,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
ITInfrastrukturentwickler,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
GenAI,FINTECH,,B2B,,2023.0,5.6M CHF,Seed/Series A,Series A,,Switzerland,,,,,
Miles,MOBILITY,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Aiming,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
EPFL,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Rulematch,FINTECH,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Twentyeight,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
UBS,EDUCATION,,Unknown,,2023.0,15.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
Proteomedix,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Mark,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Beqom,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Vandria,HEALTHCARE,,Unknown,,2023.0,20.6M USD,Seed/Series A,Series B,,Switzerland,,,,,
Planeto,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
TotalEnergies,AI/ML,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
CONVOTISTochter,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
GliaPharm,HEALTHCARE,,Unknown,,2023.0,4.2M USD,Seed/Series A,Series A,,Switzerland,,,,,
CDRLife,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
IMD,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Fairtiq,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
New,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Ten,FINTECH,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Löwen,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Veertly,SOFTWARE,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Worlds,HEALTHCARE,,Unknown,,2023.0,3.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
Metafuels,AI/ML,,Unknown,,2023.0,8.0M USD,Seed/Series A,Series A,,Switzerland,,,,,
DayOne,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Indiabased,SOFTWARE,,B2B,,2023.0,3.0M EUR,Seed/Series A,Series A,,Switzerland,,,,,
Ausgezeichnete,Unknown,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
FDA,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
REMA,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Meteomatics,CLEANTECH,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
CHF,AI/ML,,Unknown,,2023.0,2.35M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Prizes,HEALTHCARE,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
Unique,AI/ML,,Unknown,,2023.0,25.0M CHF,Seed/Series A,Series B,,Switzerland,,,,,
FIT,AI/ML,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
CHF,CLEANTECH,,Unknown,,2023.0,1.9M CHF,Seed/Series A,Seed,,Switzerland,,,,,
Edtech,FINTECH,,B2B,,2023.0,,,Early Stage,,Switzerland,,,,,
Circleg,AI/ML,,Unknown,,2023.0,,,Early Stage,,Switzerland,,,,,
