Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
BackBone,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Baxiva,B2B,,B2B,,2025.0,3.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Beekeeper,SAAS,,B2B,SaaS,2025.0,1.0B USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
Beekeeper,SAAS,,B2B,SaaS,2025.0,35.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Behind,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Billion,B2B,,B2B,AR/VR,2025.0,9.0B CHF,Venture Kick Grant,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
BioVersys,HEALTHCARE,,B2B,Healthtech,2025.0,14.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
BioVersys,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
BioVersys,B2B,,B2B,AR/VR,2025.0,36.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Bioscibex,HEALTHCARE,,B2B,"AI, AR/VR, Manufacturing",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Biotechs,HEALTHCARE,,B2B,,2025.0,30.0M CHF,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
Bloom,CLEANTECH,,B2B,"AI, Mobility, Cleantech",2025.0,13.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
Borobotics,INDUSTRIALS,,B2B,Robotics,2025.0,1.3M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Bumpy,B2B,,B2B,,2025.0,425.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
CASUS,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
CCRAFT,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
CO2,AI/ML,,B2B,"AI, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
CO2,AI/ML,,B2B,"AI, Mobility, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
CO2storage,SAAS,,B2B,"SaaS, Mobility, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
CREAL,B2B,,B2B,AR/VR,2025.0,8.9M USD,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Capital,HEALTHCARE,,B2B,,2025.0,40.0M EUR,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
Carewell,HEALTHCARE,,B2B,"AI, Healthtech, AR/VR",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
CellX,B2B,,B2B,Biotech,2025.0,1.7M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Clee,HEALTHCARE,,B2B,"Mobility, Healthtech, AR/VR",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Climeworks,B2B,,B2B,,2025.0,1.0B USD,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
CompPair,AI/ML,,B2B,"AI, Cleantech, AR/VR",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Comphya,HEALTHCARE,,B2B,Healthtech,2025.0,7.5M CHF,Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Venturekick
Comphya,HEALTHCARE,,B2B,Healthtech,2025.0,4.35M CHF,Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Venturekick
Composite,B2B,,B2B,AR/VR,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Composite,B2B,,B2B,AR/VR,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Corintis,B2B,,B2B,,2025.0,25.0M USD,Series A1,VC Fund,,Switzerland,2025.0,Series A,,,Active,Venturekick
Corintis,B2B,,B2B,,2025.0,24.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
Cybersecurity,B2B,,B2B,,2025.0,7.0M EUR,Seed/Series A,VC Fund,TIN Capital,Switzerland,2025.0,Series A,,,Active,Startupticker
DEXTER,B2B,,B2B,,2025.0,150.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
DNA,HEALTHCARE,,B2B,"AI, Biotech, Healthtech, Robotics, AR/VR, Cloud",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
DNAencoded,MOBILITY,,B2B,"Biotech, IoT, Mobility, Robotics, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
DPhi,AEROSPACE,,B2B,AR/VR,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
DPhi,AEROSPACE,,B2B,AI,2025.0,2.1M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
DSR,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Daphne,B2B,,B2B,,2025.0,6.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
DayOne,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
DePoly,B2B,,B2B,AR/VR,2025.0,23.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
DiNAQOR,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
DigeHealth,HEALTHCARE,,B2B,,2025.0,1.25M CHF,Seed/Series A,VC Fund,Medin Fund Management,Switzerland,2025.0,Seed,,,Active,Startupticker
DigeHealth,HEALTHCARE,,B2B,Healthtech,2025.0,1.25M CHF,Seed,Accelerator/Grant,,Switzerland,2025.0,Seed,,,Active,Venturekick
DuraMon,B2B,,B2B,,2025.0,1.6M CHF,Seed,Accelerator/Grant,,Switzerland,2025.0,Seed,,,Active,Venturekick
EBAMed,B2B,,B2B,,2025.0,1.6M EUR,Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Venturekick
EPFLs,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
ETH,B2B,,B2B,AR/VR,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
EVs,CLEANTECH,,B2B,"Biotech, Mobility, Cleantech, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Eight,B2B,,B2B,AR/VR,2025.0,,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Energy,INDUSTRIALS,,B2B,,2025.0,300.0M USD,,VC Fund,Energy Vault because of its proven product,Switzerland,2025.0,Series C+,,,Active,Startupticker
Enlightra,B2B,,B2B,,2025.0,15.0M USD,Seed/Series A,VC Fund,"John Jost, Y Combinator, Runa Capital",Switzerland,2025.0,Series B,,,Active,Startupticker
EspeRare,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Executive,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Executive,HEALTHCARE,,B2B,,2025.0,86.0M USD,,VC Fund,Al-enabled design through IND-enabling studies,Switzerland,2025.0,Series C+,,,Active,Startupticker
Exnaton,CLEANTECH,,B2B,"AI, SaaS, Cleantech",2025.0,,Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Venturekick
FIF,B2B,,B2B,,2025.0,,,VC Fund,Prof,Switzerland,2025.0,Early Stage,,,Active,Startupticker
FenX,AI/ML,,B2B,AI,2025.0,8.2M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
FireDrone,MOBILITY,,B2B,"Mobility, Robotics",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
First,B2B,,B2B,,2025.0,70.0M CHF,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
Five,CONSUMER,,B2C,,2025.0,90.0M CHF,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
FoRx,B2B,,B2B,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
Forbes,B2B,,B2B,,2025.0,,,VC Fund,Germany,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Forgis,AI/ML,,B2B,AI,2025.0,4.5M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Forgis,INDUSTRIALS,,B2B,Manufacturing,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Four,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Fresh,B2B,,B2B,,2025.0,,,VC Fund,Mountain Alliance AG,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Fresh,INDUSTRIALS,,B2B,,2025.0,,,VC Fund,Singapore-based Paeonia Group,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Fuels,CYBERSECURITY,,B2B,"AI, Cybersecurity",2025.0,10.0K CHF,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
GIFs,AI/ML,,B2B,"AI, Biotech, Robotics, AR/VR",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Gallium,SAAS,,B2B,"SaaS, Robotics, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Germany,INDUSTRIALS,,B2B,"Cleantech, Robotics",2025.0,3.3M EUR,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
GlioCART,AI/ML,,B2B,"AI, AR/VR",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Glioblastoma,HEALTHCARE,,B2B,"Biotech, Healthtech, AR/VR",2025.0,40.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Gravis,B2B,,B2B,,2025.0,23.0M USD,Seed/Series A,VC Fund,IQ Capital,Switzerland,2025.0,Series B,,,Active,Startupticker
Grensol,B2B,,B2B,AR/VR,2025.0,1.8M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Growing,INDUSTRIALS,,B2B,,2025.0,,,VC Fund,Mahmoud Hadad,Switzerland,2025.0,Early Stage,,,Active,Startupticker
HAYA,HEALTHCARE,,B2B,Biotech,2025.0,65.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
HSG,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Healthcare,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Helix,INDUSTRIALS,,B2B,"Mobility, Robotics",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
HemostOD,AI/ML,,B2B,"AI, SaaS, Manufacturing",2025.0,4.3M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Humbrela,B2B,,B2B,,2025.0,,,VC Fund,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Humbrela,FINTECH,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
IMD,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Imaging,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Inaugural,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
InkVivo,SAAS,,B2B,"SaaS, Logistics",2025.0,1.1M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Inkocell,HEALTHCARE,,B2B,Biotech,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Inside,B2B,,B2B,,2025.0,1.0B USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
Inverto,CLEANTECH,,B2B,"Cleantech, AR/VR",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Investor,B2B,,B2B,AR/VR,2025.0,,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Ionic,B2B,,B2B,,2025.0,2.1M USD,Seed/Series A,VC Fund,Aare Ventures,Switzerland,2025.0,Seed,,,Active,Startupticker
Ionic,AI/ML,,B2B,"AI, Manufacturing",2025.0,2.1M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Iron,CLEANTECH,,B2B,"Biotech, Cleantech",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Italian,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
JOSEPHA,MOBILITY,,B2C,"E-Commerce, Mobility",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Jaipur,B2B,,B2B,,2025.0,5.0M CHF,,VC Fund,"Ti Ventures, Venture Kick",Switzerland,2025.0,Series A,,,Active,Startupticker
Jaipur,CLEANTECH,,B2B,"AI, Cleantech, Robotics",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Jaipur,AI/ML,,B2B,"AI, Robotics",2025.0,700.0K CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
KEMARO,B2B,,B2B,,2025.0,,,VC Fund,Eastern Lift Truck Co,Switzerland,2025.0,Early Stage,,,Active,Startupticker
KYLYS,HEALTHCARE,,B2B,"Mobility, Healthtech",2025.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Key,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Klimastiftung,B2B,,B2B,,2025.0,42.0M,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
Lemna,B2B,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Levitate,B2B,,B2B,,2025.0,,,VC Fund,Drohnen,Switzerland,2025.0,Early Stage,,,Active,Startupticker
LiDAR,EDUCATION,,B2B,"AI, SaaS, AR/VR, EdTech",2025.0,10.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Lightium,AI/ML,,B2B,"AI, AR/VR, Analytics",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Liom,B2B,,B2B,,2025.0,13.9M EUR,Seed/Series A,VC Fund,Red Bull Ventures,Switzerland,2025.0,Series B,,,Active,Startupticker
Los,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
LumRisk,FINTECH,,B2B,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Startupticker
Major,B2B,,B2B,,2025.0,,,VC Fund,Synhelion annually,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Mark,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Matrix,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Medyria,MOBILITY,,B2B,Mobility,2025.0,1.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
MetaLead,B2B,,B2B,,2025.0,1.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Migros,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Mimic,AI/ML,,B2B,"AI, Robotics",2025.0,16.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
Mimic,INDUSTRIALS,,B2B,Robotics,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
MoleSense,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
MoleSense,MOBILITY,,B2B,"Mobility, AR/VR",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Mosaic,AI/ML,,B2B,"AI, Mobility",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Myriad,B2B,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
NEMIS,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Nautica,CLEANTECH,,B2B,"Mobility, Cleantech, Robotics",2025.0,4.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Neology,B2B,,B2B,Biotech,2025.0,2.5M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Neural,B2B,,B2B,,2025.0,100.0M USD,Seed/Series A,VC Fund,"Growth Equity at Goldman Sachs Alternatives, AI experimentation to full-scale deployment, Tschammer",Switzerland,2025.0,Series C+,,,Active,Startupticker
Neural,AI/ML,,B2B,AI,2025.0,100.0M USD,Series C,VC Fund,,Switzerland,2025.0,Series C,,,Active,Venturekick
Neurimmune,FINTECH,,B2B,,2025.0,780.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
New,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
New,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
New,B2B,,B2B,,2025.0,400.0M CHF,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
New,B2B,,B2B,,2025.0,20.0M USD,,VC Fund,able to identify these particularly promising companies,Switzerland,2025.0,Series B,,,Active,Startupticker
New,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Novaccess,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
ONWARD,HEALTHCARE,,B2B,"AI, Healthtech, AR/VR",2025.0,50.85M EUR,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
Odne,B2B,,B2B,,2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Oncobit,B2B,,B2B,,2025.0,1.9M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active,Startupticker
Oncobit,B2B,,B2B,,2025.0,1.9M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
OptimalPSI,MOBILITY,,B2B,"Mobility, Healthtech",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Oxyle,B2B,,B2B,,2025.0,16.0M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series C,,,Active,Venturekick
Pacrim,B2B,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Partnernetzwerk,B2B,,B2B,,2025.0,1.2M,,VC Fund,Solarstrom,Switzerland,2025.0,Seed,,,Active,Startupticker
PeelPack,B2B,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Peelpack,FINTECH,,B2B,,2025.0,,,VC Fund,"CEO Slava Drigloff, Venture kick will accelerate further developments",Switzerland,2025.0,Early Stage,,,Active,Startupticker
PeriVision,AI/ML,,B2B,"AI, AR/VR",2025.0,2.4M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Photonics,B2B,,B2B,,2025.0,,Seed,Accelerator/Grant,,Switzerland,2025.0,Seed,,,Active,Venturekick
Positrigo,AI/ML,,B2B,"AI, Mobility, AR/VR, Manufacturing",2025.0,7.0M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
PreSeed,CLEANTECH,,B2B,"Biotech, Cleantech",2025.0,1.3M CHF,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Promising,HEALTHCARE,,B2B,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Proptech,B2B,,B2B,,2025.0,,,VC Fund,"Spicehaus Partners, European markets",Switzerland,2025.0,Early Stage,,,Active,Startupticker
Prozent,B2B,,B2B,,2025.0,60.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
PureDEL,B2B,,B2B,AR/VR,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
REMUUN,B2B,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
RTDT,CLEANTECH,,B2B,"SaaS, Cleantech",2025.0,4.0M USD,Pre-Seed,Accelerator/Grant,,Switzerland,2025.0,Pre-Seed,,,Active,Venturekick
Regulatory,FINTECH,,B2B,,2025.0,,,VC Fund,"Boehringer Ingelheim
For Numab Therapeutics",Switzerland,2025.0,Early Stage,,,Active,Startupticker
Reshape,B2B,,B2B,,2025.0,,,VC Fund,Venture Kick,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Reshape,AI/ML,,B2B,AI,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Reshape,AI/ML,,B2B,AI,2025.0,800.0K CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
RetinAI,AI/ML,,B2B,"AI, AR/VR",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
RetinAI,AI/ML,,B2B,"AI, AR/VR",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Rhovica,MOBILITY,,B2B,Mobility,2025.0,2.3M CHF,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
Rise,B2B,,B2B,,2025.0,3.0M,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active,Startupticker
Riverkin,B2B,,B2B,,2025.0,1.7M CHF,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series A,,,Active,Venturekick
RoBoa,INDUSTRIALS,,B2B,"Robotics, Manufacturing",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
RoomPriceGenie,B2B,,B2B,Biotech,2025.0,75.0M USD,Funding Round,Accelerator/Grant,,Switzerland,2025.0,Growth,,,Active,Venturekick
SAEKI,AI/ML,,B2B,"AI, AR/VR, Manufacturing",2025.0,6.7M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
SCALE,B2B,,B2B,,2025.0,100.0M USD,,VC Fund,,Switzerland,2025.0,Series C+,,,Active,Startupticker
SCALE,B2B,,B2B,"IoT, AR/VR",2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
SONIX,AI/ML,,B2B,"AI, SaaS, Biotech",2025.0,,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Early Stage,,,Active,Venturekick
Scanvio,HEALTHCARE,,B2B,"AI, Healthtech",2025.0,3.4M USD,Undisclosed,Accelerator/Grant,,Switzerland,2025.0,Series B,,,Active,Venturekick
Scanvio,B2B,,B2B,,2025.0,150.0K CHF,Undisclosed,Accelerator/Grant,Venture Kick,Switzerland,2025.0,Seed,,,Active,Venturekick
Schweizer,HEALTHCARE,,B2B,,2025.0,,,VC Fund,Produkten,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Schwyzer,B2B,,B2B,,2025.0,,,VC Fund,Jugendlichen genutzt,Switzerland,2025.0,Early Stage,,,Active,Startupticker
Scriveo,B2B,,B2B,,2025.0,,,VC Fund,Francesco Carelli,Switzerland,2025.0,Early Stage,,,Active,Startupticker
