Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Name,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage
QUMEA,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Relai,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FintechStartup,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Symactiv,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Mehr,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FIT,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NextIn,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zürcher,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Giovanna,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Series,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Erfolgreiches,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Promising,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Lausannebased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sihuan,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GetYourGuide,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fueling,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Breakthrough,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Chipmind,B2B,,,,2025.0,2.4M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Erfolgreicher,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
TALPA,B2B,,,,2025.0,100.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Anevo,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Entrepreneur,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Subsquid,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
From,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
TechStartup,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
General,B2B,,,,2025.0,134.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Cryptonow,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Pretty,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EssilorLuxottica,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GradeSens,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Industry,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NDream,B2B,,,,2025.0,16.35M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Market,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Successful,B2B,,,,2025.0,2.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Financial,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AviationTech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissGPT,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Following,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Clinical,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ecorobotix,FINTECH,,,,2025.0,150.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Zusätzliches,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Starting,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Solarify,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Energy,B2B,,,,2025.0,300.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
DigitalHealthStartup,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Novel,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DemoSquare,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
BigOmics,B2B,,,,2025.0,1.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Revizto,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NeuroX,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Remarkable,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Badger,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
OTTER,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Set,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ESTIA,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Inaugural,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Unterstützung,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zoundream,HEALTHCARE,,,,2025.0,4.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Yumame,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,INDUSTRIALS,,,,2025.0,4.3M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Deeptech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Life,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Data,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Teylor,FINTECH,,,,2025.0,150.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Axon,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Spineart,HEALTHCARE,,,,2025.0,25.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
SideLights,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ARCHIMED,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FenX,B2B,,,,2025.0,8.2M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
PropTechStartup,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GENILEM,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Additional,FINTECH,,,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Bioscibex,HEALTHCARE,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Over,B2B,,,,2025.0,2.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Arqh,B2B,,,,2025.0,3.8M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
KnorrBremse,B2B,,,,2025.0,500.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Belgium,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Bluelion,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Multiwave,B2B,,,,2025.0,3.6M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Cybersecurity,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
UmzugsStartup,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Corintis,B2B,,,,2025.0,24.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Die,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Thriving,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sartiq,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Global,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ETH,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GARAIO,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Millionen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
MtPelerin,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Six,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Business,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Auterion,B2B,,,,2025.0,130.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Lancement,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Junges,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Global,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Venture,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ANYbotics,B2B,,,,2025.0,20.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Twiliner,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Spiel,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
The,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fast,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Veezoo,B2B,,,,2025.0,6.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Adaptyv,B2B,,,,2025.0,8.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Unbound,B2B,,,,2025.0,14.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Israelisches,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DEKRA,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
France,B2B,,,,2025.0,1.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Undae,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Teylor,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Spirecut,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sword,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Seasoned,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Bearmind,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ORYL,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Thanks,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Check,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Innovation,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Validation,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Erfahrenes,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Experienced,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
TRI,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Recognition,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Three,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Lemna,HEALTHCARE,,,,2025.0,150.0K CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Fintech,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Two,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
PeriVision,HEALTHCARE,,,,2025.0,2.4M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Bloom,B2B,,,,2025.0,3.4M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Fintech,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Scale,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Newcomers,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Three,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Nunc,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
The,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
VAULTED,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Das,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Millionen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissBorg,B2B,,,,2025.0,41.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AiQimia,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CUTISS,B2B,,,,2025.0,31.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Londonbased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
The,B2B,,,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
FOOD,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Digitalisierung,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NextGen,FINTECH,,,,2025.0,300.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
AIT,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Funding,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EarlySight,B2B,,,,2025.0,3.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Recoveris,B2B,,,,2025.0,1.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Prevision,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Geneva,FINTECH,,,,2025.0,3.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CrowdSupport,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
How,EDUCATION,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
PocketBook,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Berlin,HEALTHCARE,,,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Switzerland,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Four,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Years,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Johnson,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EuroEyes,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CompPair,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Set,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Flybotix,B2B,,,,2025.0,10.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Zwei,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sechs,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Regulatory,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
The,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Verretexs,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Starkes,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swijin,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Climada,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fresh,HEALTHCARE,,,,2025.0,5.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Voliro,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zwei,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Dinge,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zelsius,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zippsafe,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Nominees,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Two,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Bewe,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Renommierte,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Certifaction,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Four,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
USD,B2B,,,,2025.0,1.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
LEND,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Londonbased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
TalpaInspection,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Rhovica,B2B,,,,2025.0,2.3M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Fashion,B2B,,,,2025.0,9.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Healthtech,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Globaler,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Oovie,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Plantonly,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Defense,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Baxiva,HEALTHCARE,,,,2025.0,3.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Work,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Löwen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
RIVRRoboter,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DayOne,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,3.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Loft,B2B,,,,2025.0,24.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Connect,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Glass,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Major,B2B,,,,2025.0,100.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Reconnect,B2B,,,,2025.0,22.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
CREABETON,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Finanzierungsrunde,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Thermoplan,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Singaporebased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ten,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FAIRTIQ,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Private,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ETH,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Evulpo,EDUCATION,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Symactiv,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerlandbased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Pilatus,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Growth,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Four,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Meeting,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Kuros,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startup,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sports,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissVault,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Der,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
InkVivo,B2B,,,,2025.0,1.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Swiss,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Une,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Mabylon,B2B,,,,2025.0,30.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Lausannebased,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Recartaai,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Two,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
HappyPot,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Energy,B2B,,,,2025.0,300.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Swiss,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SwissIndian,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Freiburger,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Neue,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Cascination,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Auterion,B2B,,,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Ten,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Nächste,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Largoai,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Trust,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
