Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Names,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage,Data_Source
37mhealth,|Mobile|,,,|Mobile|,2013.0," 16,29,549 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Aiotra,|Advertising|,,,|Advertising|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Algramo,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
AmberAds,|Big Data|Apps|Technology|App Marketing|Mobile|,,,|Big Data|Apps|Technology|App Marketing|Mobile|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Art Circle,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Aunt Group,|Mobile|,,,|Mobile|,2013.0," 11,62,364 ",3.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Aunt Kitchen,|E-Commerce|,,,|E-Commerce|,2013.0," 1,62,364 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Austral 3D,|Games|,,,|Games|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Belanit,|Design|Fashion|E-Commerce|,,,|Design|Fashion|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Bitrockr,|Big Data|Fitness|Health and Wellness|Analytics|,,,|Big Data|Fitness|Health and Wellness|Analytics|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Bureo Skateboards,|Clean Technology|,,,|Clean Technology|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
CLARED,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Cell Therapy,|Health and Wellness|,,,|Health and Wellness|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Clickyreserva,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Deenty,|Health Care|Advertising|Dental|Health and Wellness|,,,|Health Care|Advertising|Dental|Health and Wellness|,2013.0," 1,20,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Deep Glint,|Security|Computer Vision|Machine Learning|Analytics|,,,|Security|Computer Vision|Machine Learning|Analytics|,2013.0," 1,80,00,000 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Dhf Taxi,|Transportation|Public Transportation|,,,|Transportation|Public Transportation|,2013.0," 10,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Dizmo,|Software|,,,|Software|,2013.0," 20,00,000 ",1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
Easy-Point,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
EmbedStore,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
FANCY CELLAR - ????,|Hospitality|Wine And Spirits|Internet|E-Commerce|,,,|Hospitality|Wine And Spirits|Internet|E-Commerce|,2013.0," 1,50,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Figgu,|Trading|,,,|Trading|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Flythegap,|Development Platforms|,,,|Development Platforms|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
FraudMetrix,|Security|,,,|Security|,2013.0," 1,00,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Frontify,|Services|Web Design|Web Development|Collaboration|Software|,,,|Services|Web Design|Web Development|Collaboration|Software|,2013.0, -   ,1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
HiWiFi,|Hardware + Software|,,,|Hardware + Software|,2013.0," 2,00,00,000 ",2.0,,,CHN,2013.0,,,closed,Closed,Kaggle Crunchbase
ITjuzi,|Crowdfunding|Investment Management|China Internet|Databases|Enterprise Software|,,,|Crowdfunding|Investment Management|China Internet|Databases|Enterprise Software|,2013.0," 20,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
ImpactFlo,|Software|,,,|Software|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
InvestGlass,|Small and Medium Businesses|Personal Finance|News|Gamification|Finance|,,,|Small and Medium Businesses|Personal Finance|News|Gamification|Finance|,2013.0," 1,00,000 ",1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
JUNTA.CL,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Jimubox,|Mobile|,,,|Mobile|,2013.0," 4,71,90,000 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Kamego,|Software|,,,|Software|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Kewen,|Social Network Media|Social Media|,,,|Social Network Media|Social Media|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Knip,|Curated Web|Banking|Insurance|Finance|,,,|Curated Web|Banking|Insurance|Finance|,2013.0, -   ,1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
Kuailexue,|Education|,,,|Education|,2013.0," 50,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Lagou,|Education|E-Commerce|Online Travel|Staffing Firms|,,,|Education|E-Commerce|Online Travel|Staffing Firms|,2013.0," 2,50,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Let's Talk,|Mobile|,,,|Mobile|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
LoHaria,|E-Commerce|,,,|E-Commerce|,2013.0," 93,016 ",2.0,,,CHL,2013.0,,,,Operating,Kaggle Crunchbase
Meet You,|Health and Wellness|,,,|Health and Wellness|,2013.0," 5,00,00,000 ",3.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
MicroSolar,|Clean Technology|,,,|Clean Technology|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
MisAbogados.com,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Mobibao Technology,|Mobile|,,,|Mobile|,2013.0," 1,63,309 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
MomentCam,|Entertainment|Photo Sharing|,,,|Entertainment|Photo Sharing|,2013.0, -   ,1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Monitor,|Energy Efficiency|,,,|Energy Efficiency|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Morning Tec,|Games|,,,|Games|,2013.0," 82,46,289 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
My Hood,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
NICE,|Software|,,,|Software|,2013.0," 2,80,00,000 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Needcheck,|B2B|E-Commerce|,,,|B2B|E-Commerce|,2013.0," 10,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
OKCoin,|Virtual Currency|Bitcoin|Finance|E-Commerce|,,,|Virtual Currency|Bitcoin|Finance|E-Commerce|,2013.0," 1,00,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Picooc Technology,|Business Intelligence|Mobile|Curated Web|,,,|Business Intelligence|Mobile|Curated Web|,2013.0," 2,50,00,000 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Pivto,|Content|Social Commerce|Social Media|,,,|Content|Social Commerce|Social Media|,2013.0," 90,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Plateno Hotel Group,|Travel|,,,|Travel|,2013.0, -   ,1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
ProtonMail,|Security|Data Security|Email|Messaging|,,,|Security|Data Security|Email|Messaging|,2013.0," 5,50,000 ",1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
Pump!,|Biotechnology|,,,|Biotechnology|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Qonf,|Mobile|,,,|Mobile|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Recorrido,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Restorius,|Mobile|Social Media Marketing|Recipes|Hospitality|,,,|Mobile|Social Media Marketing|Recipes|Hospitality|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
RetiDiag,|Health and Wellness|,,,|Health and Wellness|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Ricebook,|Mobile|Software|,,,|Mobile|Software|,2013.0," 70,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Safehis,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Sellywhere,|E-Commerce|,,,|E-Commerce|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Service at Home,|Beauty|Health and Wellness|Tutoring|Clean Technology|Marketplaces|Curated Web|,,,|Beauty|Health and Wellness|Tutoring|Clean Technology|Marketplaces|Curated Web|,2013.0," 3,00,000 ",1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
Shijiebang,|Education|,,,|Education|,2013.0," 1,20,00,000 ",3.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Shippter,|Transportation|Shipping|Marketplaces|,,,|Transportation|Shipping|Marketplaces|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
SmartHub,|Clean Technology|,,,|Clean Technology|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Smartisan,|Mobile|,,,|Mobile|,2013.0," 4,04,50,000 ",2.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Sterio.me,|Mobile|Ventures for Good|Telecommunications|Education|,,,|Mobile|Ventures for Good|Telecommunications|Education|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Tabacus Initative,|Tablets|Mobile|,,,|Tablets|Mobile|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Terviu,|College Recruiting|SaaS|Social Recruiting|Recruiting|Networking|,,,|College Recruiting|SaaS|Social Recruiting|Recruiting|Networking|,2013.0," 6,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
The Innovation Arb,|Social Media|,,,|Social Media|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Theater for the Arts,|Entertainment|Games|,,,|Entertainment|Games|,2013.0, -   ,1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
TimePoints,|CRM|,,,|CRM|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
TrabajoPanel,|Enterprise Software|,,,|Enterprise Software|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
TraktoPRO,|Finance|,,,|Finance|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
TrumpIT,|Mobile|,,,|Mobile|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
UZwan,|Games|,,,|Games|,2013.0," 16,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Wanna Migrate,|Travel|,,,|Travel|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Wannyi,,,,,2013.0, -   ,1.0,,,CHN,2013.0,,,,Operating,Kaggle Crunchbase
Weiju,|Social Media|,,,|Social Media|,2013.0," 1,63,309 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Wind Energy Solutions,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Work4ce.me,,,,,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Yoostay,|Travel|,,,|Travel|,2013.0," 20,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Yoozon,|File Sharing|Cloud Computing|Web Hosting|,,,|File Sharing|Cloud Computing|Web Hosting|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Yummy77,|Food Processing|,,,|Food Processing|,2013.0," 2,00,00,000 ",1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
Zolvers,|Curated Web|,,,|Curated Web|,2013.0," 65,000 ",2.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
Zurn,|Social Media|,,,|Social Media|,2013.0, -   ,1.0,,,CHN,2013.0,,,operating,Operating,Kaggle Crunchbase
coin4ce,|Finance|,,,|Finance|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
exurbe cosmetics,|Beauty|E-Commerce|,,,|Beauty|E-Commerce|,2013.0," 2,00,000 ",1.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
iRewind,|Technology|Design|3D|Software|,,,|Technology|Design|3D|Software|,2013.0," 19,13,654 ",2.0,,,CHE,2013.0,,,operating,Operating,Kaggle Crunchbase
my3Dreams,|3D Printing|,,,|3D Printing|,2013.0," 40,000 ",1.0,,,CHL,2013.0,,,operating,Operating,Kaggle Crunchbase
"1,2,3 Listo",|E-Commerce|,,,|E-Commerce|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
51aiya.com,|Health Care|,,,|Health Care|,2012.0," 3,89,673 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
8868,|E-Commerce|Games|,,,|E-Commerce|Games|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
????,|Mobile|,,,|Mobile|,2012.0," 10,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
AgFlow,|Software|,,,|Software|,2012.0, -   ,2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
AgentPiggy,|Finance|Kids|Education|,,,|Finance|Kids|Education|,2012.0," 92,003 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Amal Therapeutics,|Biotechnology|,,,|Biotechnology|,2012.0, -   ,1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Arara,|Advertising Platforms|Ad Targeting|Mobile Advertising|Online Video Advertising|,,,|Advertising Platforms|Ad Targeting|Mobile Advertising|Online Video Advertising|,2012.0," 5,00,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Arriendas.cl,,,,,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Beagle Bioinformatics,|Biotechnology|,,,|Biotechnology|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Bioparaiso,|Biotechnology|,,,|Biotechnology|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Blued,|Mobile Commerce|Social Media|,,,|Mobile Commerce|Social Media|,2012.0," 3,16,00,000 ",2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Bluetector,|Oil|Clean Technology|,,,|Oil|Clean Technology|,2012.0," 6,00,000 ",1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Boyibang,|Curated Web|,,,|Curated Web|,2012.0," 7,00,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Breadcrumbtracking,|Location Based Services|Emerging Markets|Mobile|,,,|Location Based Services|Emerging Markets|Mobile|,2012.0," 40,000 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Breadtrip,|Travel|,,,|Travel|,2012.0," 1,20,00,000 ",2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Broota,|Startups|Social Network Media|Impact Investing|Crowdfunding|,,,|Startups|Social Network Media|Impact Investing|Crowdfunding|,2012.0," 3,74,000 ",3.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
CANbridge Life Sciences,|Biotechnology|,,,|Biotechnology|,2012.0," 1,00,00,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
ChaseFuture,|Internet|Education|,,,|Internet|Education|,2012.0," 4,00,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Chelaile,,,,,2012.0," 50,00,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
CitiSent,|Big Data|Market Research|Social Media|,,,|Big Data|Market Research|Social Media|,2012.0," 60,000 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
CityHeroes,|Navigation|Security|Mobile|,,,|Navigation|Security|Mobile|,2012.0," 75,000 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Cranberry Chic,|Fashion|,,,|Fashion|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Deemelo,|Fashion|,,,|Fashion|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Dianrong.com,|Finance|,,,|Finance|,2012.0," 1,20,00,000 ",2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Didi-Dache,|Transportation|Public Transportation|,,,|Transportation|Public Transportation|,2012.0," 11,70,00,000 ",3.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
DistalMotion,|Biotechnology|,,,|Biotechnology|,2012.0, -   ,1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Dovo,|Games|,,,|Games|,2012.0, -   ,2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
EcoSwarm,|Clean Technology|,,,|Clean Technology|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
EduRise,|Education|,,,|Education|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
EntrenaYa,|E-Commerce|,,,|E-Commerce|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Fanchimp,|E-Commerce|,,,|E-Commerce|,2012.0," 91,247 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
FancyBox,|Digital Media|Marketplaces|Beauty|E-Commerce|,,,|Digital Media|Marketplaces|Beauty|E-Commerce|,2012.0," 21,92,936 ",3.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Faveeo,|Reviews and Recommendations|Knowledge Management|Public Relations|,,,|Reviews and Recommendations|Knowledge Management|Public Relations|,2012.0," 3,50,000 ",1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Fitonic AG,,,,,2012.0, -   ,1.0,,,CHE,2012.0,,,,Operating,Kaggle Crunchbase
FunPuntos,|Mobile|,,,|Mobile|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Gangkr,|Social Media|,,,|Social Media|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
GapJumpers,|Recruiting|SaaS|Testing|Enterprises|Human Resources|Curated Web|,,,|Recruiting|SaaS|Testing|Enterprises|Human Resources|Curated Web|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
GoPlaceIt,|Realtors|Classifieds|Technology|Real Estate|,,,|Realtors|Classifieds|Technology|Real Estate|,2012.0," 12,30,000 ",3.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Guanxi.me,|Mobile|Social Media|,,,|Mobile|Social Media|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Guarnic,,,,,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
HihoCoder,|Social Network Media|,,,|Social Network Media|,2012.0," 16,042 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Hoblee,|Social Media|Mobile|Social Network Media|Curated Web|,,,|Social Media|Mobile|Social Network Media|Curated Web|,2012.0," 25,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Hotelscan,|Hotels|Travel|,,,|Hotels|Travel|,2012.0, -   ,2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
InPact.me,|Finance|,,,|Finance|,2012.0," 89,877 ",2.0,,,CHL,2012.0,,,,Operating,Kaggle Crunchbase
InnSania,|Clean Technology|,,,|Clean Technology|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
JHL Biotech,|Biotechnology|,,,|Biotechnology|,2012.0," 3,50,00,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Joldit.com,,,,,2012.0," 65,000 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
JoySports,|Sports|,,,|Sports|,2012.0," 32,472 ",2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Kaola100,|Education|,,,|Education|,2012.0," 6,34,786 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
KeyEffx,|Games|,,,|Games|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Kingsoft Cloud,|Web Hosting|,,,|Web Hosting|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Kuaidi Dache,|Transportation|Public Transportation|,,,|Transportation|Public Transportation|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Kunshan RiboQuark Pharmaceutical Technology,|Biotechnology|,,,|Biotechnology|,2012.0," 74,46,285 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Kuotus,|Travel|,,,|Travel|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Let's Jock,|Advertising|,,,|Advertising|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Luqit,|Advertising|,,,|Advertising|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
MDC Media,|Wealth Management|Finance|,,,|Wealth Management|Finance|,2012.0," 29,50,000 ",3.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
MINGDAO.COM,|Enterprise 2.0|Enterprise Software|,,,|Enterprise 2.0|Enterprise Software|,2012.0," 32,40,000 ",1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Magnolia Fashion,|Flash Sales|E-Commerce|,,,|Flash Sales|E-Commerce|,2012.0," 1,05,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Medesen,|Health Care|,,,|Health Care|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Minka,|Fashion|,,,|Fashion|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Mobvoi,|Mobile|,,,|Mobile|,2012.0," 1,16,20,000 ",2.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Netnui.com,|Analytics|,,,|Analytics|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Newscron,|News|Software|,,,|News|Software|,2012.0," 1,20,000 ",2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Nezasa,|Tourism|Marketplaces|Travel|Online Travel|E-Commerce|,,,|Tourism|Marketplaces|Travel|Online Travel|E-Commerce|,2012.0," 11,70,000 ",2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Numbrs AG,|Lifestyle|Banking|Mobile|Apps|Finance|,,,|Lifestyle|Banking|Mobile|Apps|Finance|,2012.0," 1,15,00,000 ",2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
ObsEva,|Biotechnology|,,,|Biotechnology|,2012.0," 3,29,36,960 ",1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
PataFoods,|Hospitality|,,,|Hospitality|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Paxer,|E-Commerce|,,,|E-Commerce|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Playroom,,,,,2012.0, -   ,1.0,,,CHN,2012.0,,,,Operating,Kaggle Crunchbase
Pryv,|Health Care Information Technology|Quantified Self|Internet of Things|Tracking|Privacy|Personalization|Social Media|Apps|Browser Extensions|Software|,,,|Health Care Information Technology|Quantified Self|Internet of Things|Tracking|Privacy|Personalization|Social Media|Apps|Browser Extensions|Software|,2012.0," 7,00,000 ",3.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Purplu,|CRM|Enterprise Software|Data Visualization|NFC|Gps|Real Time|Logistics|Software|,,,|CRM|Enterprise Software|Data Visualization|NFC|Gps|Real Time|Logistics|Software|,2012.0," 53,016 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
REHAPP,|Health and Wellness|,,,|Health and Wellness|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Re.Mu,|E-Commerce|,,,|E-Commerce|,2012.0, -   ,1.0,,,CHN,2012.0,,,operating,Operating,Kaggle Crunchbase
Relavance Software,|Software|,,,|Software|,2012.0, -   ,1.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
Reqlut,|Human Resources|,,,|Human Resources|,2012.0," 53,016 ",1.0,,,CHL,2012.0,,,,Operating,Kaggle Crunchbase
Reverbeo,|Internet|Translation|Software|,,,|Internet|Translation|Software|,2012.0," 40,000 ",2.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
SPEEDELO,|E-Commerce|,,,|E-Commerce|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
SQMOS,|Mobile|Semantic Web|Advertising|,,,|Mobile|Semantic Web|Advertising|,2012.0," 40,000 ",1.0,,,CHL,2012.0,,,operating,Operating,Kaggle Crunchbase
Sailogy,|Leisure|Tourism|Travel|,,,|Leisure|Tourism|Travel|,2012.0," 15,50,000 ",2.0,,,CHE,2012.0,,,operating,Operating,Kaggle Crunchbase
